"Iteration","geo_entity2","PlotID","Plot_Area"
14,"O'ahu Island",342,672.45
14,"O'ahu Island",285,1000
14,"O'ahu Island",288,1000
15,"O'ahu Island",143,1000
15,"O'ahu Island",300,672.45
15,"O'ahu Island",342,672.45
15,"O'ahu Island",319,672.45
15,"O'ahu Island",437,504.34
15,"O'ahu Island",173,1000
15,"O'ahu Island",461,336.23
15,"O'ahu Island",1,1000
15,"O'ahu Island",320,336.23
15,"O'ahu Island",50,1000
16,"O'ahu Island",143,1000
16,"O'ahu Island",300,672.45
16,"O'ahu Island",344,672.45
16,"O'ahu Island",173,1000
16,"O'ahu Island",461,336.23
16,"O'ahu Island",314,672.45
16,"O'ahu Island",285,1000
16,"O'ahu Island",320,336.23
16,"O'ahu Island",288,1000
16,"O'ahu Island",438,672.45
17,"O'ahu Island",288,1000
17,"O'ahu Island",438,672.45
17,"O'ahu Island",141,1000
17,"O'ahu Island",344,672.45
17,"O'ahu Island",320,336.23
17,"O'ahu Island",319,672.45
17,"O'ahu Island",50,1000
17,"O'ahu Island",1,1000
17,"O'ahu Island",342,672.45
17,"O'ahu Island",229,1000
18,"O'ahu Island",288,1000
18,"O'ahu Island",437,504.34
18,"O'ahu Island",229,1000
18,"O'ahu Island",319,672.45
18,"O'ahu Island",438,672.45
18,"O'ahu Island",1,1000
18,"O'ahu Island",461,336.23
18,"O'ahu Island",342,672.45
18,"O'ahu Island",141,1000
18,"O'ahu Island",314,672.45
19,"O'ahu Island",229,1000
19,"O'ahu Island",1,1000
19,"O'ahu Island",437,504.34
19,"O'ahu Island",342,672.45
19,"O'ahu Island",285,1000
19,"O'ahu Island",461,336.23
19,"O'ahu Island",141,1000
19,"O'ahu Island",288,1000
19,"O'ahu Island",314,672.45
19,"O'ahu Island",300,672.45
20,"O'ahu Island",359,336.23
20,"O'ahu Island",314,672.45
20,"O'ahu Island",319,672.45
20,"O'ahu Island",50,1000
20,"O'ahu Island",288,1000
20,"O'ahu Island",344,672.45
20,"O'ahu Island",342,672.45
20,"O'ahu Island",437,504.34
20,"O'ahu Island",300,672.45
20,"O'ahu Island",285,1000
21,"O'ahu Island",288,1000
21,"O'ahu Island",229,1000
21,"O'ahu Island",359,336.23
21,"O'ahu Island",285,1000
21,"O'ahu Island",300,672.45
21,"O'ahu Island",320,336.23
21,"O'ahu Island",50,1000
21,"O'ahu Island",437,504.34
21,"O'ahu Island",314,672.45
21,"O'ahu Island",319,672.45
22,"O'ahu Island",143,1000
22,"O'ahu Island",342,672.45
22,"O'ahu Island",288,1000
22,"O'ahu Island",320,336.23
22,"O'ahu Island",285,1000
22,"O'ahu Island",50,1000
22,"O'ahu Island",438,672.45
22,"O'ahu Island",344,672.45
22,"O'ahu Island",319,672.45
22,"O'ahu Island",1,1000
23,"O'ahu Island",1,1000
23,"O'ahu Island",285,1000
23,"O'ahu Island",141,1000
23,"O'ahu Island",314,672.45
23,"O'ahu Island",143,1000
23,"O'ahu Island",438,672.45
23,"O'ahu Island",229,1000
23,"O'ahu Island",461,336.23
23,"O'ahu Island",359,336.23
23,"O'ahu Island",50,1000
24,"O'ahu Island",50,1000
24,"O'ahu Island",320,336.23
24,"O'ahu Island",359,336.23
24,"O'ahu Island",342,672.45
24,"O'ahu Island",437,504.34
24,"O'ahu Island",1,1000
24,"O'ahu Island",438,672.45
24,"O'ahu Island",319,672.45
24,"O'ahu Island",344,672.45
24,"O'ahu Island",229,1000
25,"O'ahu Island",461,336.23
25,"O'ahu Island",314,672.45
25,"O'ahu Island",320,336.23
25,"O'ahu Island",1,1000
25,"O'ahu Island",143,1000
25,"O'ahu Island",342,672.45
25,"O'ahu Island",300,672.45
25,"O'ahu Island",437,504.34
25,"O'ahu Island",229,1000
25,"O'ahu Island",285,1000
26,"O'ahu Island",141,1000
26,"O'ahu Island",50,1000
26,"O'ahu Island",300,672.45
26,"O'ahu Island",437,504.34
26,"O'ahu Island",288,1000
26,"O'ahu Island",143,1000
26,"O'ahu Island",173,1000
26,"O'ahu Island",320,336.23
26,"O'ahu Island",285,1000
26,"O'ahu Island",359,336.23
27,"O'ahu Island",359,336.23
27,"O'ahu Island",342,672.45
27,"O'ahu Island",141,1000
27,"O'ahu Island",437,504.34
27,"O'ahu Island",1,1000
27,"O'ahu Island",319,672.45
27,"O'ahu Island",344,672.45
27,"O'ahu Island",50,1000
27,"O'ahu Island",300,672.45
27,"O'ahu Island",320,336.23
28,"O'ahu Island",320,336.23
28,"O'ahu Island",438,672.45
28,"O'ahu Island",319,672.45
28,"O'ahu Island",300,672.45
28,"O'ahu Island",296,1000
28,"O'ahu Island",141,1000
28,"O'ahu Island",285,1000
28,"O'ahu Island",342,672.45
28,"O'ahu Island",1,1000
28,"O'ahu Island",229,1000
29,"O'ahu Island",320,336.23
29,"O'ahu Island",50,1000
29,"O'ahu Island",143,1000
29,"O'ahu Island",314,672.45
29,"O'ahu Island",229,1000
29,"O'ahu Island",461,336.23
29,"O'ahu Island",300,672.45
29,"O'ahu Island",319,672.45
29,"O'ahu Island",359,336.23
29,"O'ahu Island",141,1000
30,"O'ahu Island",288,1000
30,"O'ahu Island",461,336.23
30,"O'ahu Island",320,336.23
30,"O'ahu Island",300,672.45
30,"O'ahu Island",344,672.45
30,"O'ahu Island",173,1000
30,"O'ahu Island",229,1000
30,"O'ahu Island",438,672.45
30,"O'ahu Island",296,1000
30,"O'ahu Island",314,672.45
31,"O'ahu Island",143,1000
31,"O'ahu Island",344,672.45
31,"O'ahu Island",141,1000
31,"O'ahu Island",229,1000
31,"O'ahu Island",320,336.23
31,"O'ahu Island",461,336.23
31,"O'ahu Island",342,672.45
31,"O'ahu Island",359,336.23
31,"O'ahu Island",437,504.34
31,"O'ahu Island",50,1000
32,"O'ahu Island",319,672.45
32,"O'ahu Island",285,1000
32,"O'ahu Island",342,672.45
32,"O'ahu Island",288,1000
32,"O'ahu Island",314,672.45
32,"O'ahu Island",344,672.45
32,"O'ahu Island",50,1000
32,"O'ahu Island",296,1000
32,"O'ahu Island",461,336.23
32,"O'ahu Island",300,672.45
33,"O'ahu Island",288,1000
33,"O'ahu Island",461,336.23
33,"O'ahu Island",438,672.45
33,"O'ahu Island",173,1000
33,"O'ahu Island",229,1000
33,"O'ahu Island",314,672.45
33,"O'ahu Island",300,672.45
33,"O'ahu Island",319,672.45
33,"O'ahu Island",1,1000
33,"O'ahu Island",285,1000
34,"O'ahu Island",296,1000
34,"O'ahu Island",461,336.23
34,"O'ahu Island",300,672.45
34,"O'ahu Island",288,1000
34,"O'ahu Island",141,1000
34,"O'ahu Island",359,336.23
34,"O'ahu Island",1,1000
34,"O'ahu Island",50,1000
34,"O'ahu Island",229,1000
34,"O'ahu Island",344,672.45
35,"O'ahu Island",143,1000
35,"O'ahu Island",461,336.23
35,"O'ahu Island",438,672.45
35,"O'ahu Island",50,1000
35,"O'ahu Island",437,504.34
35,"O'ahu Island",288,1000
35,"O'ahu Island",319,672.45
35,"O'ahu Island",314,672.45
35,"O'ahu Island",141,1000
35,"O'ahu Island",320,336.23
36,"O'ahu Island",314,672.45
36,"O'ahu Island",288,1000
36,"O'ahu Island",143,1000
36,"O'ahu Island",173,1000
36,"O'ahu Island",342,672.45
36,"O'ahu Island",359,336.23
36,"O'ahu Island",461,336.23
36,"O'ahu Island",344,672.45
36,"O'ahu Island",1,1000
36,"O'ahu Island",437,504.34
37,"O'ahu Island",296,1000
37,"O'ahu Island",50,1000
37,"O'ahu Island",342,672.45
37,"O'ahu Island",319,672.45
37,"O'ahu Island",300,672.45
37,"O'ahu Island",461,336.23
37,"O'ahu Island",1,1000
37,"O'ahu Island",344,672.45
37,"O'ahu Island",359,336.23
37,"O'ahu Island",173,1000
38,"O'ahu Island",143,1000
38,"O'ahu Island",141,1000
38,"O'ahu Island",300,672.45
38,"O'ahu Island",173,1000
38,"O'ahu Island",314,672.45
38,"O'ahu Island",461,336.23
38,"O'ahu Island",288,1000
38,"O'ahu Island",359,336.23
38,"O'ahu Island",50,1000
38,"O'ahu Island",296,1000
39,"O'ahu Island",173,1000
39,"O'ahu Island",320,336.23
39,"O'ahu Island",143,1000
39,"O'ahu Island",314,672.45
39,"O'ahu Island",300,672.45
39,"O'ahu Island",229,1000
39,"O'ahu Island",342,672.45
39,"O'ahu Island",50,1000
39,"O'ahu Island",288,1000
39,"O'ahu Island",438,672.45
40,"O'ahu Island",344,672.45
40,"O'ahu Island",288,1000
40,"O'ahu Island",285,1000
40,"O'ahu Island",437,504.34
40,"O'ahu Island",438,672.45
40,"O'ahu Island",50,1000
40,"O'ahu Island",461,336.23
40,"O'ahu Island",320,336.23
40,"O'ahu Island",314,672.45
40,"O'ahu Island",300,672.45
41,"O'ahu Island",173,1000
41,"O'ahu Island",359,336.23
41,"O'ahu Island",300,672.45
41,"O'ahu Island",437,504.34
41,"O'ahu Island",344,672.45
41,"O'ahu Island",342,672.45
41,"O'ahu Island",229,1000
41,"O'ahu Island",1,1000
41,"O'ahu Island",319,672.45
41,"O'ahu Island",285,1000
42,"O'ahu Island",173,1000
42,"O'ahu Island",342,672.45
42,"O'ahu Island",300,672.45
42,"O'ahu Island",461,336.23
42,"O'ahu Island",437,504.34
42,"O'ahu Island",359,336.23
42,"O'ahu Island",50,1000
42,"O'ahu Island",296,1000
42,"O'ahu Island",1,1000
42,"O'ahu Island",143,1000
43,"O'ahu Island",300,672.45
43,"O'ahu Island",342,672.45
43,"O'ahu Island",437,504.34
43,"O'ahu Island",296,1000
43,"O'ahu Island",461,336.23
43,"O'ahu Island",285,1000
43,"O'ahu Island",50,1000
43,"O'ahu Island",173,1000
43,"O'ahu Island",319,672.45
43,"O'ahu Island",229,1000
44,"O'ahu Island",437,504.34
44,"O'ahu Island",314,672.45
44,"O'ahu Island",359,336.23
44,"O'ahu Island",320,336.23
44,"O'ahu Island",141,1000
44,"O'ahu Island",288,1000
44,"O'ahu Island",344,672.45
44,"O'ahu Island",50,1000
44,"O'ahu Island",1,1000
44,"O'ahu Island",285,1000
45,"O'ahu Island",344,672.45
45,"O'ahu Island",461,336.23
45,"O'ahu Island",319,672.45
45,"O'ahu Island",285,1000
45,"O'ahu Island",320,336.23
45,"O'ahu Island",359,336.23
45,"O'ahu Island",50,1000
45,"O'ahu Island",314,672.45
45,"O'ahu Island",438,672.45
45,"O'ahu Island",143,1000
46,"O'ahu Island",50,1000
46,"O'ahu Island",319,672.45
46,"O'ahu Island",461,336.23
46,"O'ahu Island",143,1000
46,"O'ahu Island",296,1000
46,"O'ahu Island",173,1000
46,"O'ahu Island",320,336.23
46,"O'ahu Island",229,1000
46,"O'ahu Island",359,336.23
46,"O'ahu Island",288,1000
47,"O'ahu Island",461,336.23
47,"O'ahu Island",342,672.45
47,"O'ahu Island",285,1000
47,"O'ahu Island",319,672.45
47,"O'ahu Island",320,336.23
47,"O'ahu Island",288,1000
47,"O'ahu Island",50,1000
47,"O'ahu Island",1,1000
47,"O'ahu Island",438,672.45
47,"O'ahu Island",344,672.45
48,"O'ahu Island",342,672.45
48,"O'ahu Island",461,336.23
48,"O'ahu Island",319,672.45
48,"O'ahu Island",344,672.45
48,"O'ahu Island",285,1000
48,"O'ahu Island",359,336.23
48,"O'ahu Island",314,672.45
48,"O'ahu Island",300,672.45
48,"O'ahu Island",1,1000
48,"O'ahu Island",143,1000
49,"O'ahu Island",143,1000
49,"O'ahu Island",342,672.45
49,"O'ahu Island",359,336.23
49,"O'ahu Island",300,672.45
49,"O'ahu Island",320,336.23
49,"O'ahu Island",314,672.45
49,"O'ahu Island",173,1000
49,"O'ahu Island",344,672.45
49,"O'ahu Island",50,1000
49,"O'ahu Island",437,504.34
50,"O'ahu Island",314,672.45
50,"O'ahu Island",300,672.45
50,"O'ahu Island",461,336.23
50,"O'ahu Island",1,1000
50,"O'ahu Island",437,504.34
50,"O'ahu Island",296,1000
50,"O'ahu Island",50,1000
50,"O'ahu Island",344,672.45
50,"O'ahu Island",342,672.45
50,"O'ahu Island",229,1000
51,"O'ahu Island",342,672.45
51,"O'ahu Island",141,1000
51,"O'ahu Island",344,672.45
51,"O'ahu Island",296,1000
51,"O'ahu Island",143,1000
51,"O'ahu Island",288,1000
51,"O'ahu Island",1,1000
51,"O'ahu Island",314,672.45
51,"O'ahu Island",438,672.45
51,"O'ahu Island",320,336.23
52,"O'ahu Island",320,336.23
52,"O'ahu Island",141,1000
52,"O'ahu Island",229,1000
52,"O'ahu Island",314,672.45
52,"O'ahu Island",173,1000
52,"O'ahu Island",437,504.34
52,"O'ahu Island",359,336.23
52,"O'ahu Island",344,672.45
52,"O'ahu Island",1,1000
52,"O'ahu Island",342,672.45
53,"O'ahu Island",438,672.45
53,"O'ahu Island",300,672.45
53,"O'ahu Island",344,672.45
53,"O'ahu Island",359,336.23
53,"O'ahu Island",342,672.45
53,"O'ahu Island",1,1000
53,"O'ahu Island",143,1000
53,"O'ahu Island",141,1000
53,"O'ahu Island",288,1000
53,"O'ahu Island",320,336.23
54,"O'ahu Island",173,1000
54,"O'ahu Island",438,672.45
54,"O'ahu Island",344,672.45
54,"O'ahu Island",359,336.23
54,"O'ahu Island",141,1000
54,"O'ahu Island",285,1000
54,"O'ahu Island",143,1000
54,"O'ahu Island",296,1000
54,"O'ahu Island",319,672.45
54,"O'ahu Island",461,336.23
55,"O'ahu Island",319,672.45
55,"O'ahu Island",143,1000
55,"O'ahu Island",50,1000
55,"O'ahu Island",344,672.45
55,"O'ahu Island",173,1000
55,"O'ahu Island",141,1000
55,"O'ahu Island",438,672.45
55,"O'ahu Island",320,336.23
55,"O'ahu Island",342,672.45
55,"O'ahu Island",437,504.34
56,"O'ahu Island",229,1000
56,"O'ahu Island",320,336.23
56,"O'ahu Island",344,672.45
56,"O'ahu Island",143,1000
56,"O'ahu Island",359,336.23
56,"O'ahu Island",50,1000
56,"O'ahu Island",300,672.45
56,"O'ahu Island",437,504.34
56,"O'ahu Island",285,1000
56,"O'ahu Island",173,1000
57,"O'ahu Island",229,1000
57,"O'ahu Island",285,1000
57,"O'ahu Island",359,336.23
57,"O'ahu Island",300,672.45
57,"O'ahu Island",342,672.45
57,"O'ahu Island",296,1000
57,"O'ahu Island",314,672.45
57,"O'ahu Island",320,336.23
57,"O'ahu Island",437,504.34
57,"O'ahu Island",319,672.45
58,"O'ahu Island",229,1000
58,"O'ahu Island",320,336.23
58,"O'ahu Island",296,1000
58,"O'ahu Island",438,672.45
58,"O'ahu Island",288,1000
58,"O'ahu Island",141,1000
58,"O'ahu Island",437,504.34
58,"O'ahu Island",344,672.45
58,"O'ahu Island",300,672.45
58,"O'ahu Island",173,1000
59,"O'ahu Island",285,1000
59,"O'ahu Island",288,1000
59,"O'ahu Island",296,1000
59,"O'ahu Island",229,1000
59,"O'ahu Island",314,672.45
59,"O'ahu Island",300,672.45
59,"O'ahu Island",461,336.23
59,"O'ahu Island",173,1000
59,"O'ahu Island",319,672.45
59,"O'ahu Island",437,504.34
60,"O'ahu Island",314,672.45
60,"O'ahu Island",344,672.45
60,"O'ahu Island",50,1000
60,"O'ahu Island",288,1000
60,"O'ahu Island",359,336.23
60,"O'ahu Island",438,672.45
60,"O'ahu Island",461,336.23
60,"O'ahu Island",319,672.45
60,"O'ahu Island",437,504.34
60,"O'ahu Island",300,672.45
61,"O'ahu Island",461,336.23
61,"O'ahu Island",50,1000
61,"O'ahu Island",143,1000
61,"O'ahu Island",320,336.23
61,"O'ahu Island",438,672.45
61,"O'ahu Island",437,504.34
61,"O'ahu Island",173,1000
61,"O'ahu Island",1,1000
61,"O'ahu Island",359,336.23
61,"O'ahu Island",342,672.45
62,"O'ahu Island",461,336.23
62,"O'ahu Island",359,336.23
62,"O'ahu Island",1,1000
62,"O'ahu Island",285,1000
62,"O'ahu Island",319,672.45
62,"O'ahu Island",438,672.45
62,"O'ahu Island",288,1000
62,"O'ahu Island",143,1000
62,"O'ahu Island",229,1000
62,"O'ahu Island",50,1000
63,"O'ahu Island",438,672.45
63,"O'ahu Island",173,1000
63,"O'ahu Island",285,1000
63,"O'ahu Island",1,1000
63,"O'ahu Island",359,336.23
63,"O'ahu Island",143,1000
63,"O'ahu Island",320,336.23
63,"O'ahu Island",300,672.45
63,"O'ahu Island",296,1000
63,"O'ahu Island",50,1000
64,"O'ahu Island",461,336.23
64,"O'ahu Island",320,336.23
64,"O'ahu Island",300,672.45
64,"O'ahu Island",288,1000
64,"O'ahu Island",229,1000
64,"O'ahu Island",50,1000
64,"O'ahu Island",296,1000
64,"O'ahu Island",342,672.45
64,"O'ahu Island",285,1000
64,"O'ahu Island",173,1000
65,"O'ahu Island",173,1000
65,"O'ahu Island",461,336.23
65,"O'ahu Island",143,1000
65,"O'ahu Island",320,336.23
65,"O'ahu Island",50,1000
65,"O'ahu Island",141,1000
65,"O'ahu Island",359,336.23
65,"O'ahu Island",344,672.45
65,"O'ahu Island",342,672.45
65,"O'ahu Island",438,672.45
66,"O'ahu Island",141,1000
66,"O'ahu Island",342,672.45
66,"O'ahu Island",438,672.45
66,"O'ahu Island",344,672.45
66,"O'ahu Island",314,672.45
66,"O'ahu Island",285,1000
66,"O'ahu Island",296,1000
66,"O'ahu Island",300,672.45
66,"O'ahu Island",437,504.34
66,"O'ahu Island",1,1000
67,"O'ahu Island",296,1000
67,"O'ahu Island",1,1000
67,"O'ahu Island",285,1000
67,"O'ahu Island",143,1000
67,"O'ahu Island",320,336.23
67,"O'ahu Island",319,672.45
67,"O'ahu Island",344,672.45
67,"O'ahu Island",437,504.34
67,"O'ahu Island",300,672.45
67,"O'ahu Island",359,336.23
68,"O'ahu Island",285,1000
68,"O'ahu Island",344,672.45
68,"O'ahu Island",320,336.23
68,"O'ahu Island",359,336.23
68,"O'ahu Island",342,672.45
68,"O'ahu Island",288,1000
68,"O'ahu Island",438,672.45
68,"O'ahu Island",296,1000
68,"O'ahu Island",173,1000
68,"O'ahu Island",143,1000
69,"O'ahu Island",319,672.45
69,"O'ahu Island",143,1000
69,"O'ahu Island",285,1000
69,"O'ahu Island",359,336.23
69,"O'ahu Island",437,504.34
69,"O'ahu Island",141,1000
69,"O'ahu Island",50,1000
69,"O'ahu Island",296,1000
69,"O'ahu Island",461,336.23
69,"O'ahu Island",438,672.45
70,"O'ahu Island",359,336.23
70,"O'ahu Island",143,1000
70,"O'ahu Island",319,672.45
70,"O'ahu Island",437,504.34
70,"O'ahu Island",173,1000
70,"O'ahu Island",461,336.23
70,"O'ahu Island",320,336.23
70,"O'ahu Island",288,1000
70,"O'ahu Island",229,1000
70,"O'ahu Island",314,672.45
71,"O'ahu Island",344,672.45
71,"O'ahu Island",359,336.23
71,"O'ahu Island",288,1000
71,"O'ahu Island",314,672.45
71,"O'ahu Island",320,336.23
71,"O'ahu Island",229,1000
71,"O'ahu Island",1,1000
71,"O'ahu Island",342,672.45
71,"O'ahu Island",141,1000
71,"O'ahu Island",300,672.45
72,"O'ahu Island",1,1000
72,"O'ahu Island",229,1000
72,"O'ahu Island",359,336.23
72,"O'ahu Island",300,672.45
72,"O'ahu Island",461,336.23
72,"O'ahu Island",296,1000
72,"O'ahu Island",319,672.45
72,"O'ahu Island",438,672.45
72,"O'ahu Island",173,1000
72,"O'ahu Island",320,336.23
73,"O'ahu Island",300,672.45
73,"O'ahu Island",342,672.45
73,"O'ahu Island",359,336.23
73,"O'ahu Island",344,672.45
73,"O'ahu Island",1,1000
73,"O'ahu Island",296,1000
73,"O'ahu Island",438,672.45
73,"O'ahu Island",437,504.34
73,"O'ahu Island",319,672.45
73,"O'ahu Island",229,1000
74,"O'ahu Island",359,336.23
74,"O'ahu Island",437,504.34
74,"O'ahu Island",50,1000
74,"O'ahu Island",300,672.45
74,"O'ahu Island",143,1000
74,"O'ahu Island",461,336.23
74,"O'ahu Island",296,1000
74,"O'ahu Island",285,1000
74,"O'ahu Island",141,1000
74,"O'ahu Island",1,1000
75,"O'ahu Island",50,1000
75,"O'ahu Island",320,336.23
75,"O'ahu Island",319,672.45
75,"O'ahu Island",141,1000
75,"O'ahu Island",296,1000
75,"O'ahu Island",300,672.45
75,"O'ahu Island",288,1000
75,"O'ahu Island",314,672.45
75,"O'ahu Island",461,336.23
75,"O'ahu Island",229,1000
76,"O'ahu Island",319,672.45
76,"O'ahu Island",320,336.23
76,"O'ahu Island",300,672.45
76,"O'ahu Island",229,1000
76,"O'ahu Island",141,1000
76,"O'ahu Island",342,672.45
76,"O'ahu Island",461,336.23
76,"O'ahu Island",296,1000
76,"O'ahu Island",314,672.45
76,"O'ahu Island",437,504.34
77,"O'ahu Island",296,1000
77,"O'ahu Island",288,1000
77,"O'ahu Island",143,1000
77,"O'ahu Island",319,672.45
77,"O'ahu Island",320,336.23
77,"O'ahu Island",342,672.45
77,"O'ahu Island",300,672.45
77,"O'ahu Island",50,1000
77,"O'ahu Island",344,672.45
77,"O'ahu Island",438,672.45
78,"O'ahu Island",437,504.34
78,"O'ahu Island",344,672.45
78,"O'ahu Island",229,1000
78,"O'ahu Island",285,1000
78,"O'ahu Island",320,336.23
78,"O'ahu Island",359,336.23
78,"O'ahu Island",314,672.45
78,"O'ahu Island",288,1000
78,"O'ahu Island",50,1000
78,"O'ahu Island",438,672.45
79,"O'ahu Island",300,672.45
79,"O'ahu Island",342,672.45
79,"O'ahu Island",1,1000
79,"O'ahu Island",50,1000
79,"O'ahu Island",141,1000
79,"O'ahu Island",320,336.23
79,"O'ahu Island",229,1000
79,"O'ahu Island",437,504.34
79,"O'ahu Island",288,1000
79,"O'ahu Island",319,672.45
80,"O'ahu Island",285,1000
80,"O'ahu Island",143,1000
80,"O'ahu Island",437,504.34
80,"O'ahu Island",314,672.45
80,"O'ahu Island",359,336.23
80,"O'ahu Island",296,1000
80,"O'ahu Island",319,672.45
80,"O'ahu Island",438,672.45
80,"O'ahu Island",229,1000
80,"O'ahu Island",461,336.23
81,"O'ahu Island",300,672.45
81,"O'ahu Island",461,336.23
81,"O'ahu Island",342,672.45
81,"O'ahu Island",320,336.23
81,"O'ahu Island",143,1000
81,"O'ahu Island",314,672.45
81,"O'ahu Island",285,1000
81,"O'ahu Island",359,336.23
81,"O'ahu Island",1,1000
81,"O'ahu Island",437,504.34
82,"O'ahu Island",229,1000
82,"O'ahu Island",143,1000
82,"O'ahu Island",319,672.45
82,"O'ahu Island",314,672.45
82,"O'ahu Island",296,1000
82,"O'ahu Island",342,672.45
82,"O'ahu Island",437,504.34
82,"O'ahu Island",288,1000
82,"O'ahu Island",359,336.23
82,"O'ahu Island",1,1000
83,"O'ahu Island",300,672.45
83,"O'ahu Island",319,672.45
83,"O'ahu Island",173,1000
83,"O'ahu Island",461,336.23
83,"O'ahu Island",344,672.45
83,"O'ahu Island",229,1000
83,"O'ahu Island",296,1000
83,"O'ahu Island",50,1000
83,"O'ahu Island",320,336.23
83,"O'ahu Island",342,672.45
84,"O'ahu Island",296,1000
84,"O'ahu Island",461,336.23
84,"O'ahu Island",438,672.45
84,"O'ahu Island",300,672.45
84,"O'ahu Island",342,672.45
84,"O'ahu Island",314,672.45
84,"O'ahu Island",288,1000
84,"O'ahu Island",141,1000
84,"O'ahu Island",229,1000
84,"O'ahu Island",437,504.34
85,"O'ahu Island",314,672.45
