"geo_entity2","SPP_CODE3A","RelAbund","Rank","Rank_N","iteration","fit","se.fit","uprS","lwrS"
"28","Maui Nui","CIBMEN",0.154072731392319,8,0.888888888888889,"2",0.869974517795124,0.00957036812656785,0.897711260203296,0.842237775386953
"29","Maui Nui","METPOL",0.558966806389487,9,1,"2",0.999020631599575,0.0107722135801351,1.03024055013213,0.967800713067019
"30","Maui Nui","ANTPLA",0.000764818355640535,1,0.0588235294117647,"3",0.0592714412195999,0.0112421758017878,0.0918533994261957,0.0266894830130041
"31","Maui Nui","FREARB",0.000764818355640535,2,0.117647058823529,"3",0.0592714412195999,0.0112421758017878,0.0918533994261957,0.0266894830130041
"32","Maui Nui","KADAFF",0.000764818355640535,3,0.176470588235294,"3",0.0592714412195999,0.0112421758017878,0.0918533994261957,0.0266894830130041
"33","Maui Nui","PSYMA2",0.00229445506692161,4,0.235294117647059,"3",0.193471915796464,0.00916659177809876,0.220038437747085,0.166905393845842
"34","Maui Nui","MELVOL",0.00305927342256214,5,0.294117647058824,"3",0.246561257582226,0.00881537937011413,0.272109899346632,0.221012615817821
"35","Maui Nui","MYRLES",0.00305927342256214,6,0.352941176470588,"3",0.246561257582226,0.00881537937011413,0.272109899346632,0.221012615817821
"36","Maui Nui","ILEANO",0.00382409177820268,7,0.411764705882353,"3",0.290098661161702,0.00876186342561139,0.315492203566524,0.264705118756879
"37","Maui Nui","COPRHY",0.00451242829827916,8,0.470588235294118,"3",0.323108508448362,0.0087396315622617,0.34843761869563,0.297779398201093
"38","Maui Nui","DIOSAN",0.00451242829827916,9,0.529411764705882,"3",0.323108508448362,0.0087396315622617,0.34843761869563,0.297779398201093
"39","Maui Nui","NESSAN",0.00451242829827916,10,0.588235294117647,"3",0.323108508448362,0.0087396315622617,0.34843761869563,0.297779398201093
"40","Maui Nui","ACAKOA",0.00535372848948375,11,0.647058823529412,"3",0.357717728085824,0.00882894080840394,0.383305673471109,0.332129782700538
"41","Maui Nui","PSYHAW",0.0136137667304015,12,0.705882352941177,"3",0.537737239557615,0.00962785566985271,0.565640591772085,0.509833887343145
"42","Maui Nui","XYLHAW",0.0589674952198853,13,0.764705882352941,"3",0.696757408666866,0.00923742898090205,0.72352923026961,0.669985587064122
"43","Maui Nui","CIBGLA",0.0917782026768642,14,0.823529411764706,"3",0.776924124142999,0.00888474112821076,0.802673789440864,0.751174458845135
"44","Maui Nui","CHETRI",0.104780114722753,15,0.882352941176471,"3",0.802329027156823,0.00888893584037949,0.828090849526324,0.776567204787323
"45","Maui Nui","METPOL",0.318087954110899,16,0.941176470588235,"3",0.956226323190392,0.0114262350514223,0.989341720019978,0.923110926360805
"46","Maui Nui","CIBMEN",0.379349904397706,17,1,"3",0.970835468081354,0.0111194029816279,1.00306160736411,0.938609328798593
"47","Maui Nui","ILEANO",0.00267004872838929,1,0.1,"4",0.220865681996194,0.0088927988222316,0.246638700019942,0.195092663972447
"48","Maui Nui","PERSAN",0.00267004872838929,2,0.2,"4",0.220865681996194,0.0088927988222316,0.246638700019942,0.195092663972447
"49","Maui Nui","CIBCHA",0.00534009745677859,3,0.3,"4",0.357197995931886,0.00882670731221994,0.382779468221518,0.331616523642255
"50","Maui Nui","PSYSPP",0.00801014618516788,4,0.4,"4",0.440468383641986,0.00907284725842294,0.466763216190482,0.41417355109349
"51","Maui Nui","ACAKOA",0.0113477070956545,5,0.5,"4",0.507739637686292,0.00928313252983222,0.534643916844174,0.480835358528411
"52","Maui Nui","HEDHIL",0.0514651892397036,6,0.6,"4",0.676389525533202,0.00942831006122287,0.703714556718423,0.649064494347981
"53","Maui Nui","CIBGLA",0.0534009745677859,7,0.7,"4",0.681650727552417,0.00936621929061581,0.70879580790529,0.654505647199544
"54","Maui Nui","CHETRI",0.153527801882384,8,0.8,"4",0.869418480315592,0.00956325220847301,0.897134599443177,0.841702361188007
"55","Maui Nui","CIBMEN",0.258994726653761,9,0.9,"4",0.936697785133087,0.0110041889651073,0.968590012338926,0.904805557927247
"56","Maui Nui","METPOL",0.452573259461985,10,1,"4",0.984124093695708,0.0103929950816596,1.01424496507882,0.954003222312596
"57","Maui Nui","RAUSAN",0.00137797988149373,1,0.0625,"5",0.116642658404379,0.0105326521516236,0.147168282470339,0.0861170343384185
"58","Maui Nui","PLEAUW",0.00275595976298746,2,0.125,"5",0.226766945723758,0.00886466954357569,0.252458439761605,0.20107545168591
"59","Maui Nui","REYSAN",0.00275595976298746,3,0.1875,"5",0.226766945723758,0.00886466954357569,0.252458439761605,0.20107545168591
"60","Maui Nui","WIKMON",0.00275595976298746,4,0.25,"5",0.226766945723758,0.00886466954357569,0.252458439761605,0.20107545168591
"61","Maui Nui","SOPCHR",0.00413393964448119,5,0.3125,"5",0.305573330548828,0.00874321916653704,0.330912838353884,0.280233822743772
"62","Maui Nui","VACRET",0.00413393964448119,6,0.375,"5",0.305573330548828,0.00874321916653704,0.330912838353884,0.280233822743772
"63","Maui Nui","SADSPP",0.00551191952597492,7,0.4375,"5",0.36366166461301,0.00885568405371601,0.389327116996623,0.337996212229397
"64","Maui Nui","PSYHAW",0.00813008130081301,8,0.5,"5",0.44349367880405,0.00907185635047652,0.469785639513334,0.417201718094767
"65","Maui Nui","POUSAN",0.0137797988149373,9,0.5625,"5",0.539563258352564,0.00964932140050305,0.567528822326683,0.511597694378444
"66","Maui Nui","STYTAM",0.0165357585779248,10,0.625,"5",0.564305277012041,0.00988532453060314,0.592954822828922,0.535655731195161
"67","Maui Nui","DIOSAN",0.0192917183409122,11,0.6875,"5",0.581509606985705,0.00999769552281062,0.610484825255702,0.552534388715708
"68","Maui Nui","HEDHIL",0.0327959211795508,12,0.75,"5",0.627101536041737,0.0102440386349325,0.656790703383973,0.5974123686995
"69","Maui Nui","CHETRI",0.0888797023563456,13,0.8125,"5",0.770740036227249,0.0089030761998715,0.7965428400411,0.744937232413399
"70","Maui Nui","BROARG",0.106242248863167,14,0.875,"5",0.804954491714371,0.00889851278239094,0.830744069878645,0.779164913550097
"71","Maui Nui","ANTPLA",0.220752377015296,15,0.9375,"5",0.919122922232536,0.0104411552248213,0.949383370846905,0.888862473618166
"72","Maui Nui","METPOL",0.470166735565661,16,1,"5",0.986873420181092,0.01028561211095,1.01668307534366,0.957063765018527
"73","Maui Nui","MYRSAN",0.00101760455886842,1,0.0666666666666667,"6",0.0837859811886839,0.0100343724052191,0.112867496021807,0.0547044663555612
"74","Maui Nui","SOPCHR",0.00305281367660527,2,0.133333333333333,"6",0.246156031324141,0.008815956256906,0.27170634501591,0.220605717632373
"75","Maui Nui","VACRET",0.00305281367660527,3,0.2,"6",0.246156031324141,0.008815956256906,0.27170634501591,0.220605717632373
"76","Maui Nui","ILEANO",0.00407041823547369,4,0.266666666666667,"6",0.302488354272744,0.00874620428597584,0.327836513520235,0.277140195025253
"77","Maui Nui","MYRLES",0.00407041823547369,5,0.333333333333333,"6",0.302488354272744,0.00874620428597584,0.327836513520235,0.277140195025253
"78","Maui Nui","PSYHAW",0.0060038668973237,6,0.4,"6",0.381182205700155,0.0089403564004792,0.407093054607727,0.355271356792583
"79","Maui Nui","STYTAM",0.0122112547064211,7,0.466666666666667,"6",0.520379138459733,0.00941881402110791,0.547676648319224,0.493081628600242
"80","Maui Nui","HEDHIL",0.0242189885010685,8,0.533333333333333,"6",0.602298155720663,0.0101819322294706,0.631807326917776,0.57278898452355
"81","Maui Nui","CIBGLA",0.0284929276483159,9,0.6,"6",0.615487463847556,0.0102785257229174,0.645276581313257,0.585698346381856
"82","Maui Nui","NESSAN",0.0518978325022896,10,0.666666666666667,"6",0.677564752947903,0.00941355358886685,0.704847017076812,0.650282488818993
"83","Maui Nui","BROARG",0.0784573114887555,11,0.733333333333333,"6",0.746928019229508,0.00900508263614185,0.773026457047129,0.720829581411888
"84","Maui Nui","DIOSAN",0.0834435738272108,12,0.8,"6",0.758623949012623,0.008951432900229,0.784566899717772,0.732680998307473
"85","Maui Nui","CHETRI",0.0971812353719345,13,0.866666666666667,"6",0.787939677360946,0.00886848583785161,0.813642231743587,0.762237122978304
"86","Maui Nui","CIBMEN",0.21980258471558,14,0.933333333333333,"6",0.918615380348706,0.0104265912513539,0.948833619805061,0.88839714089235
"87","Maui Nui","METPOL",0.383026355958075,15,1,"6",0.971591282891066,0.0110841370931933,1.00371521493891,0.939467350843217
"88","Maui Nui","PSYHAW",0.00390547428344476,1,0.1,"7",0.294269599556097,0.008756147442427,0.319646575957283,0.268892623154912
"89","Maui Nui","ACAKOA",0.00397166876282518,2,0.2,"7",0.297604869412995,0.00875183568871703,0.322969349533954,0.272240389292036
"90","Maui Nui","POLSPP",0.00529555835043357,3,0.3,"7",0.355491224668882,0.00881951205631242,0.381051843741895,0.329930605595869
"91","Maui Nui","SADSOU",0.00794333752565036,4,0.4,"7",0.438760409846958,0.00907330229830836,0.465056561187366,0.412464258506549
"92","Maui Nui","HEDHIL",0.0157542860925399,5,0.5,"7",0.558227245537572,0.00983842968979318,0.586740881209449,0.529713609865695
"93","Maui Nui","BROARG",0.0510359436023036,6,0.6,"7",0.675224077684435,0.00944346042407491,0.702593017495349,0.64785513787352
"94","Maui Nui","CHETRI",0.109551863374595,7,0.7,"7",0.810732516116749,0.00892620009327751,0.836602337360483,0.784862694873016
"95","Maui Nui","CIBGLA",0.113854504534322,8,0.8,"7",0.81791251214218,0.00897310242213498,0.843918265232699,0.79190675905166
"96","Maui Nui","CIBMEN",0.256834579996028,9,0.9,"7",0.935832984737891,0.0109759914622824,0.967643490231247,0.904022479244536
"97","Maui Nui","METPOL",0.431852783477858,10,1,"7",0.980694744751457,0.0105745804662368,1.01134188502731,0.950047604475602
"98","Maui Nui","POLSPP",0.000839278220730172,1,0.0909090909090909,"8",0.066797116821727,0.0104224546006418,0.0970033674795623,0.0365908661638917
"99","Maui Nui","PSYMA2",0.00251783466219052,2,0.181818181818182,"8",0.210078802209424,0.00896920097854554,0.236073248176285,0.184084356242562
"100","Maui Nui","ILEANO",0.00335711288292069,3,0.272727272727273,"8",0.264521617529116,0.00879491560037855,0.290010951406682,0.239032283651549
"101","Maui Nui","MELCLU",0.00335711288292069,4,0.363636363636364,"8",0.264521617529116,0.00879491560037855,0.290010951406682,0.239032283651549
"102","Maui Nui","SADSOU",0.00335711288292069,5,0.454545454545455,"8",0.264521617529116,0.00879491560037855,0.290010951406682,0.239032283651549
"103","Maui Nui","MYRLES",0.0108266890474192,6,0.545454545454545,"8",0.499288353791066,0.00920945436406687,0.525979099647207,0.472597607934925
"104","Maui Nui","ACAKOA",0.0134284515316828,7,0.636363636363636,"8",0.535645594599625,0.00960289150627854,0.56347659593215,0.5078145932671
"105","Maui Nui","CIBGLA",0.0436424674779689,8,0.727272727272727,"8",0.655343547193189,0.00977538587160727,0.683674469920034,0.627012624466345
"106","Maui Nui","CIBMEN",0.117415023080151,9,0.818181818181818,"8",0.823581749274365,0.00901938724571907,0.849721644564242,0.797441853984489
"107","Maui Nui","CHETRI",0.155182543013009,10,0.909090909090909,"8",0.871096578496071,0.00958472175385312,0.898874920439117,0.843318236553026
"108","Maui Nui","METPOL",0.646076374318086,11,1,"8",1.0089801623172,0.0128485015937639,1.04621755740213,0.971742767232269
"109","Maui Nui","MYRLES",0.000877116042452416,1,0.0714285714285714,"9",0.0704945444030164,0.0101933273414294,0.100036740796333,0.0409523480097001
"110","Maui Nui","SOPCHR",0.00263134812735725,2,0.142857142857143,"9",0.218163488299409,0.00890865659546794,0.243982465158345,0.192344511440474
"111","Maui Nui","VACRET",0.00263134812735725,3,0.214285714285714,"9",0.218163488299409,0.00890865659546794,0.243982465158345,0.192344511440474
"112","Maui Nui","PERSAN",0.00350846416980967,4,0.285714285714286,"9",0.273135844075574,0.00878492594529115,0.298596226037578,0.24767546211357
"113","Maui Nui","PSYSPP",0.00350846416980967,5,0.357142857142857,"9",0.273135844075574,0.00878492594529115,0.298596226037578,0.24767546211357
"114","Maui Nui","CIBCHA",0.00701692833961933,6,0.428571428571429,"9",0.4133007052103,0.00905541713208802,0.439545021946039,0.387056388474561
"115","Maui Nui","ACAKOA",0.00964827646697658,7,0.5,"9",0.47758343447651,0.00909479250017474,0.503941868498795,0.451225000454225
"116","Maui Nui","STYTAM",0.010525392509429,8,0.571428571428571,"9",0.494093731314157,0.00917217812388843,0.520676443554652,0.467511019073662
"117","Maui Nui","ILEANO",0.0149109727216911,9,0.642857142857143,"9",0.550893559677162,0.00977198483209839,0.579214625546305,0.522572493808019
"118","Maui Nui","PSYODO",0.0676256468730813,10,0.714285714285714,"9",0.719776123603519,0.00912315030855602,0.746216743934201,0.693335503272836
"119","Maui Nui","CIBGLA",0.0806946759056223,11,0.785714285714286,"9",0.75224351733446,0.00898042041821784,0.778270479365912,0.726216555303009
"120","Maui Nui","CHETRI",0.15963511972634,12,0.857142857142857,"9",0.875462484897086,0.00964062296105149,0.90340283914351,0.847522130650662
"121","Maui Nui","METPOL",0.240329795631962,13,0.928571428571429,"9",0.928760008587426,0.0107415720799642,0.959891122239543,0.89762889493531
"122","Maui Nui","CIBMEN",0.396456451188492,14,1,"9",0.97426044716174,0.0109471936454742,1.0059874911188,0.942533403204677
"123","Maui Nui","POLOAH",0.00126935770500127,1,0.125,"10",0.106848365213076,0.0104678363032466,0.137186140654341,0.0765105897718104
"124","Maui Nui","ACAKOA",0.00634678852500635,2,0.25,"10",0.392610085749104,0.00899161401995517,0.418669488961908,0.3665506825363
"125","Maui Nui","MYRLES",0.0151053566895151,3,0.375,"10",0.552661768831512,0.00978903426573252,0.581032247193744,0.52429129046928
"126","Maui Nui","CIBMEN",0.0253871541000254,4,0.5,"10",0.60617985254152,0.0102195463820378,0.635798036688487,0.576561668394554
"127","Maui Nui","CIBGLA",0.066006600660066,5,0.625,"10",0.715542151741054,0.00914091850546255,0.742034267677145,0.689050035804963
"128","Maui Nui","CHETRI",0.0962173140390962,6,0.75,"10",0.786022976902915,0.0088695494904743,0.811728613952641,0.76031733985319
"129","Maui Nui","PSYODO",0.0978674790555979,7,0.875,"10",0.789291509227373,0.00886823131128767,0.814993325943747,0.763589692511
"130","Maui Nui","METPOL",0.691799949225692,8,1,"10",1.01366237088662,0.0142777916655329,1.0550421197476,0.972282622025652
"131","Maui Nui","ILEANO",0.00382518886870039,1,0.142857142857143,"11",0.290155415752422,0.00876178413354805,0.315548728353803,0.264762103151041
"132","Maui Nui","CIBGLA",0.0323228459405183,2,0.285714285714286,"11",0.625861463351653,0.0102541259310373,0.655579865591645,0.596143061111662
"133","Maui Nui","ERYSAN",0.0401644831213541,3,0.428571428571429,"11",0.646200139899033,0.00995334137384937,0.675046811430994,0.617353468367071
"134","Maui Nui","PSYODO",0.0737305154442001,4,0.571428571428571,"11",0.735353121554222,0.00905756473708489,0.76160366245666,0.709102580651783
"135","Maui Nui","CIBMEN",0.114660036339294,5,0.714285714285714,"11",0.819216296253178,0.00898305168233751,0.84525088418722,0.793181708319135
"136","Maui Nui","CHETRI",0.214401836090657,6,0.857142857142857,"11",0.915650928068685,0.0103445588279973,0.945631421999929,0.885670434137441
"137","Maui Nui","METPOL",0.520895094195276,7,1,"11",0.994117594077965,0.0103321868518311,1.02406223167521,0.964172956480715
"138","Maui Nui","SADSOU",0.00245579567779961,1,0.125,"12",0.205559455207287,0.00901260906043917,0.231679706030345,0.179439204384229
"139","Maui Nui","ACAKOA",0.00368369351669941,2,0.25,"12",0.282712662313782,0.00877224368228261,0.308136288671657,0.257289035955906
"140","Maui Nui","POLSPP",0.00491159135559921,3,0.375,"12",0.340204946729763,0.00876709773252857,0.365613659149023,0.314796234310504
"141","Maui Nui","PSYSPP",0.00491159135559921,4,0.5,"12",0.340204946729763,0.00876709773252857,0.365613659149023,0.314796234310504
"142","Maui Nui","CIBGLA",0.050221021611002,5,0.625,"12",0.673013348524136,0.00947362692536434,0.70046971657862,0.645556980469652
"143","Maui Nui","CHETRI",0.149250982318271,6,0.75,"12",0.864934628899768,0.00950574579681141,0.892484083536919,0.837385174262617
"144","Maui Nui","CIBMEN",0.184184675834971,7,0.875,"12",0.89615182249819,0.00993169415486402,0.924935756282877,0.867367888713503
"145","Maui Nui","METPOL",0.600380648330059,8,1,"12",1.00394740629343,0.0116103227137525,1.03759632409139,0.970298488495472
"146","Maui Nui","DODVIS",0.0010120433154539,1,0.0588235294117647,"13",0.0832686486032937,0.0100278952932393,0.112331391537138,0.0542059056694496
"147","Maui Nui","MYRLES",0.0010120433154539,2,0.117647058823529,"13",0.0832686486032937,0.0100278952932393,0.112331391537138,0.0542059056694496
"148","Maui Nui","SCAGAU",0.0010120433154539,3,0.176470588235294,"13",0.0832686486032937,0.0100278952932393,0.112331391537138,0.0542059056694496
"149","Maui Nui","SYZSAN",0.0010120433154539,4,0.235294117647059,"13",0.0832686486032937,0.0100278952932393,0.112331391537138,0.0542059056694496
"150","Maui Nui","MELCLU",0.0020240866309078,5,0.294117647058824,"13",0.172152751256735,0.00957178727221827,0.199893606618225,0.144411895895245
"151","Maui Nui","SADPAL",0.00404817326181561,6,0.352941176470588,"13",0.301397690653443,0.00874737547386859,0.326749244225632,0.276046137081255
"152","Maui Nui","COPOCH",0.00910838983908511,7,0.411764705882353,"13",0.466311364362917,0.00907324999008848,0.492607364104181,0.440015364621653
"153","Maui Nui","ILEANO",0.00910838983908511,8,0.470588235294118,"13",0.466311364362917,0.00907324999008848,0.492607364104181,0.440015364621653
"154","Maui Nui","PSYMA2",0.0111324764699929,9,0.529411764705882,"13",0.504327752602956,0.00925151934179546,0.531140410744626,0.477515094461286
"155","Maui Nui","ACAKOA",0.0131565631009007,10,0.588235294117647,"13",0.53247105022189,0.00956447522974906,0.56019071389715,0.50475138654663
"156","Maui Nui","WIKOAH",0.0151806497318085,11,0.647058823529412,"13",0.553333708196524,0.00979534290204022,0.581722470183576,0.524944946209472
"157","Maui Nui","STYTAM",0.0323853860945248,12,0.705882352941177,"13",0.626025720461681,0.0102528745132482,0.655740495855516,0.596310945067847
"158","Maui Nui","CIBGLA",0.0566744256654185,13,0.764705882352941,"13",0.690546917410694,0.00928260945085951,0.717449680586481,0.663644154234908
"159","Maui Nui","PSYODO",0.0780285396214958,14,0.823529411764706,"13",0.745897078888754,0.0090098600084492,0.772009362437628,0.719784795339881
"160","Maui Nui","CHETRI",0.11942111122356,15,0.882352941176471,"13",0.826671332353523,0.0090477592343947,0.852893455048981,0.800449209658065
"161","Maui Nui","CIBMEN",0.178119623519887,16,0.941176470588235,"13",0.891516216123122,0.00985898306457506,0.920089419374261,0.862943012871983
"162","Maui Nui","METPOL",0.467564011739702,17,1,"13",0.986475323904287,0.0102981588649834,1.01632134194026,0.956629305868311
"163","Maui Nui","MELCLU",0.000561766192910511,1,0.0833333333333333,"14",0.0355420255211466,0.016682692888319,0.0838916343552517,-0.0128075833129584
"164","Maui Nui","MYRLES",0.000561766192910511,2,0.166666666666667,"14",0.0355420255211466,0.016682692888319,0.0838916343552517,-0.0128075833129584
"165","Maui Nui","CIBSPP",0.00224706477164204,3,0.25,"14",0.189830195572623,0.00922420968413623,0.21656370514553,0.163096685999715
"166","Maui Nui","SADPAL",0.00224706477164204,4,0.333333333333333,"14",0.189830195572623,0.00922420968413623,0.21656370514553,0.163096685999715
"167","Maui Nui","COPOCH",0.00449412954328408,5,0.416666666666667,"14",0.322292112610755,0.00873916029351977,0.347619857031806,0.296964368189704
"168","Maui Nui","ILEANO",0.00786472670074715,6,0.5,"14",0.436729587889993,0.00907369924679133,0.46302688966241,0.410432286117576
"169","Maui Nui","SADSOU",0.0292118420313466,7,0.583333333333333,"14",0.617498973547957,0.0102821693792161,0.647298651020842,0.587699296075071
"170","Maui Nui","HEDHIL",0.0433121734734004,8,0.666666666666667,"14",0.654468587801776,0.00979231928780953,0.682848586781183,0.626088588822369
"171","Maui Nui","CIBGLA",0.053929554519409,9,0.75,"14",0.683088056093284,0.00935098183044417,0.710188975395908,0.65598713679066
"172","Maui Nui","CHETRI",0.0702207741138138,10,0.833333333333333,"14",0.726477167160121,0.00909541100413744,0.752837393724225,0.700116940596017
"173","Maui Nui","CIBMEN",0.310094938486602,11,0.916666666666667,"14",0.953969497413081,0.0114132902273446,0.987047377686751,0.920891617139411
"174","Maui Nui","METPOL",0.475254199202292,12,1,"14",0.987643357016115,0.0102647872361379,1.01739265774082,0.957894056291405
"175","Maui Nui","POLOAH",0.001230012300123,1,0.0909090909090909,"15",0.103278364243882,0.0104173449899478,0.133469806280591,0.0730869222071734
"176","Maui Nui","SYZSAN",0.0018450184501845,2,0.181818181818182,"15",0.15734299514947,0.00991904927144989,0.186090281663184,0.128595708635755
"177","Maui Nui","ILEANO",0.002460024600246,3,0.272727272727273,"15",0.205869788759579,0.00900939275374777,0.231980718115686,0.179758859403472
"178","Maui Nui","MYRLES",0.0030750307503075,4,0.363636363636364,"15",0.247546842535754,0.00881401739521384,0.273091537038521,0.222002148032988
"179","Maui Nui","ACAKOA",0.00615006150061501,5,0.454545454545455,"15",0.386128517835339,0.00896347876685516,0.412106379747171,0.360150655923507
"180","Maui Nui","MELCLU",0.00738007380073801,6,0.545454545454545,"15",0.423688665194273,0.00906990432536785,0.449974968564477,0.39740236182407
"181","Maui Nui","CIBGLA",0.041820418204182,7,0.636363636363636,"15",0.65053450953209,0.00986911650594382,0.679137081418712,0.621931937645467
"182","Maui Nui","CHETRI",0.0940959409594096,8,0.727272727272727,"15",0.781730760462383,0.00887474548347782,0.807451456485555,0.75601006443921
"183","Maui Nui","ANTPLA",0.0985239852398524,9,0.818181818181818,"15",0.790574899690501,0.00886838164193321,0.816277152093604,0.764872647287398
"184","Maui Nui","CIBMEN",0.167281672816728,10,0.909090909090909,"15",0.882484622154562,0.00973215074510713,0.910690241282751,0.854279003026373
"185","Maui Nui","METPOL",0.576137761377614,11,1,"15",1.00111010326763,0.0110791617959993,1.03321961596035,0.9690005905749
"186","Maui Nui","COPOCH",0.000634920634920635,1,0.0526315789473684,"16",0.0448444259528539,0.0141421413151562,0.0858310343644493,0.00385781754125852
"187","Maui Nui","DUBPLA",0.000634920634920635,2,0.105263157894737,"16",0.0448444259528539,0.0141421413151562,0.0858310343644493,0.00385781754125852
"188","Maui Nui","MYRLES",0.000634920634920635,3,0.157894736842105,"16",0.0448444259528539,0.0141421413151562,0.0858310343644493,0.00385781754125852
"189","Maui Nui","VACDEN",0.000634920634920635,4,0.210526315789474,"16",0.0448444259528539,0.0141421413151562,0.0858310343644493,0.00385781754125852
"190","Maui Nui","PSYSPP",0.00126984126984127,5,0.263157894736842,"16",0.10689217224467,0.0104683697761759,0.137231493791689,0.0765528506976518
"191","Maui Nui","OSTANT",0.0019047619047619,6,0.315789473684211,"16",0.162341037712753,0.00979976517355618,0.190742616281599,0.133939459143907
"192","Maui Nui","PSYMA2",0.0019047619047619,7,0.368421052631579,"16",0.162341037712753,0.00979976517355618,0.190742616281599,0.133939459143907
"193","Maui Nui","ILEANO",0.00253968253968254,8,0.421052631578947,"16",0.211653354302026,0.00895575522098026,0.237608831912692,0.185697876691359
"194","Maui Nui","SADSOU",0.00253968253968254,9,0.473684210526316,"16",0.211653354302026,0.00895575522098026,0.237608831912692,0.185697876691359
"195","Maui Nui","WIKOAH",0.00317460317460317,10,0.526315789473684,"16",0.253681447242888,0.00880653535356896,0.279204457369563,0.228158437116213
"196","Maui Nui","ACAKOA",0.00380952380952381,11,0.578947368421053,"16",0.289343646009458,0.00876292071976512,0.314740252653315,0.2639470393656
"197","Maui Nui","POLSPP",0.00507936507936508,12,0.631578947368421,"16",0.34701436143285,0.00878749688797686,0.372482194474486,0.321546528391214
"198","Maui Nui","DODVIS",0.0285714285714286,13,0.684210526315789,"16",0.615709088392521,0.0102791152011339,0.645499914277922,0.58591826250712
"199","Maui Nui","CIBGLA",0.0457142857142857,14,0.736842105263158,"16",0.660862963927139,0.0096714264318835,0.688892592475705,0.632833335378573
"200","Maui Nui","STYTAM",0.0698412698412698,15,0.789473684210526,"16",0.725504197111921,0.00909945476949092,0.751876143275155,0.699132250948687
